pokemon_name,pokedex_number,pokemon_id,classification,pokemon_height,pokemon_weight,primary_type,secondary_type,pre_evo_id,evo_details,primary_ability,primary_ability_desc,secondary_ability,secondary_ability_desc,hidden_ability,hidden_ability_desc,health_stat,attack_stat,defense_stat,special_attack_stat,special_defense_stat,speed_stat,base_stat_total
Gothorita,575,944,Manipulate Pokemon,0.7,18,Psychic,,943,Level 32,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,Shadow Tag,This Pokemon steps on the opposing Pokemon's shadow to prevent it from escaping.,60,45,70,75,85,55,390
Gothitelle,576,945,Astral Body Pokemon,1.5,44,Psychic,,944,Level 41,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,Shadow Tag,This Pokemon steps on the opposing Pokemon's shadow to prevent it from escaping.,70,55,95,95,110,65,490
Solosis,577,946,Cell Pokemon,0.3,1,Psychic,,,,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",Magic Guard,The Pokemon only takes damage from attacks.,Regenerator,Restores a little HP when withdrawn from battle.,45,30,40,105,50,20,290
Duosion,578,947,Mitosis Pokemon,0.6,8,Psychic,,946,Level 32,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",Magic Guard,The Pokemon only takes damage from attacks.,Regenerator,Restores a little HP when withdrawn from battle.,65,40,50,125,60,30,370
Reuniclus,579,948,Multiplying Pokemon,1,20.1,Psychic,,947,Level 41,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",Magic Guard,The Pokemon only takes damage from attacks.,Regenerator,Restores a little HP when withdrawn from battle.,110,65,75,125,85,30,490
Ducklett,580,950,Water Bird Pokemon,0.5,5.5,Water,Flying,,,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Big Pecks,Protects the Pokemon from Defense-lowering effects.,Hydration,Heals status conditions if it's raining.,62,44,50,44,50,55,305
Swanna,581,951,White Bird Pokemon,1.3,24.2,Water,Flying,950,Level 35,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Big Pecks,Protects the Pokemon from Defense-lowering effects.,Hydration,Heals status conditions if it's raining.,75,87,63,87,63,98,473
Vanillite,582,952,Fresh Snow Pokemon,0.4,5.7,Ice,,,,Ice Body,The Pokemon gradually regains HP in a snowstorm.,Snow Cloak,Boosts evasiveness in a hailstorm.,Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,36,50,50,65,60,44,305
Vanillish,583,953,Icy Snow Pokemon,1.1,41,Ice,,952,Level 35,Ice Body,The Pokemon gradually regains HP in a snowstorm.,Snow Cloak,Boosts evasiveness in a hailstorm.,Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,51,65,65,80,75,59,395
Vanilluxe,584,954,Snowstorm Pokemon,1.3,57.5,Ice,,953,Level 47,Ice Body,The Pokemon gradually regains HP in a snowstorm.,Snow Warning,The Pokemon makes it snow when it enters a battle.,Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,71,95,85,110,95,79,535
Deerling,585,955,Season Pokemon,0.6,19.5,Normal,Grass,,,Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,60,60,50,40,50,75,335
Sawsbuck,586,956,Season Pokemon,1.9,92.5,Normal,Grass,955,Level 34,Chlorophyll,Boosts the Pokemon's Speed stat in harsh sunlight.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,80,100,70,60,70,95,475
Emolga,587,957,Sky Squirrel Pokemon,0.4,5,Electric,Flying,,,Static,"The Pokemon is charged with static electricity, so contact with it may cause paralysis.",,,Motor Drive,Boosts its Speed stat if hit by an Electric-type move instead of taking damage.,55,75,60,75,60,103,428
Karrablast,588,958,Clamping Pokemon,0.5,5.9,Bug,,,,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,No Guard,The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.,50,75,45,40,45,60,315
Escavalier,589,959,Cavalry Pokemon,1,33,Bug,Steel,958,With Shelmet,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,Shell Armor,A hard shell protects the Pokemon from critical hits.,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",70,135,105,60,105,20,495
Foongus,590,961,Mushroom Pokemon,0.2,1,Grass,Poison,,,Effect Spore,"Contact with the Pokemon may inflict poison, sleep, or paralysis on its attacker.",,,Regenerator,Restores a little HP when withdrawn from battle.,69,55,45,55,55,15,294
Amoonguss,591,962,Mushroom Pokemon,0.6,10.5,Grass,Poison,961,Level 39,Effect Spore,"Contact with the Pokemon may inflict poison, sleep, or paralysis on its attacker.",,,Regenerator,Restores a little HP when withdrawn from battle.,114,85,70,85,80,30,464
Frillish,592,963,Floating Pokemon,1.2,33,Water,Ghost,,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Cursed Body,May disable a move used on the Pokemon.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",55,40,50,65,85,40,335
Jellicent,593,964,Floating Pokemon,2.2,135,Water,Ghost,963,Level 40,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Cursed Body,May disable a move used on the Pokemon.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",100,60,70,85,105,60,480
Alomomola,594,965,Caring Pokemon,1.2,31.6,Water,,,,Healer,Sometimes heals an ally's status condition.,Hydration,Heals status conditions if it's raining.,Regenerator,Restores a little HP when withdrawn from battle.,165,75,80,40,45,65,470
Joltik,595,966,Attaching Pokemon,0.1,0.6,Bug,Electric,,,Compound Eyes,The Pokemon's compound eyes boost its accuracy.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,50,47,50,57,50,65,319
Galvantula,596,967,EleSpider Pokemon,0.8,14.3,Bug,Electric,966,Level 36,Compound Eyes,The Pokemon's compound eyes boost its accuracy.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,70,77,60,97,60,108,472
Ferroseed,597,968,Thorn Seed Pokemon,0.6,18.8,Grass,Steel,,,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs.,,,,,44,50,91,24,86,10,305
Ferrothorn,598,969,Thorn Pod Pokemon,1,110,Grass,Steel,968,Level 40,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs.,,,Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,74,94,131,54,116,20,489
Klink,599,970,Gear Pokemon,0.3,21,Steel,,,,Plus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,40,55,70,45,60,30,300
Klang,600,972,Gear Pokemon,0.6,51,Steel,,970,Level 38,Plus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,60,80,95,70,85,50,440
Klinklang,601,973,Gear Pokemon,0.6,81,Steel,,972,Level 49,Plus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,60,100,115,70,85,90,520
Tynamo,602,974,EleFish Pokemon,0.2,0.3,Electric,,,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,35,55,40,45,40,60,275
Eelektrik,603,975,EleFish Pokemon,1.2,22,Electric,,974,Level 39,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,65,85,70,75,70,40,405
Eelektross,604,976,EleFish Pokemon,2.1,80.5,Electric,,975,Thunder Stone,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,85,115,80,105,80,50,515
Elgyem,605,977,Cerebral Pokemon,0.5,9,Psychic,,,,Telepathy,Anticipates an ally's attack and dodges it.,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.",Analytic,Boosts move power when the Pokemon moves last.,55,55,55,85,55,30,335
Beheeyem,606,978,Cerebral Pokemon,1,34.5,Psychic,,977,Level 42,Telepathy,Anticipates an ally's attack and dodges it.,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.",Analytic,Boosts move power when the Pokemon moves last.,75,75,75,125,95,40,485
Litwick,607,979,Candle Pokemon,0.3,3.1,Ghost,Fire,,,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokemon may burn the attacker.,Infiltrator,"Passes through the opposing Pokemon's barrier, substitute, and the like and strikes.",50,30,55,65,55,20,275
Lampent,608,980,Lamp Pokemon,0.6,13,Ghost,Fire,979,Level 41,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokemon may burn the attacker.,Infiltrator,"Passes through the opposing Pokemon's barrier, substitute, and the like and strikes.",60,40,60,95,60,55,370
Chandelure,609,981,Luring Pokemon,1,34.3,Ghost,Fire,980,Dusk Stone,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokemon may burn the attacker.,Infiltrator,"Passes through the opposing Pokemon's barrier, substitute, and the like and strikes.",60,55,90,145,90,80,520
Axew,610,983,Tusk Pokemon,0.6,18,Dragon,,,,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,46,87,60,30,40,57,320
Fraxure,611,984,Axe Jaw Pokemon,1,36,Dragon,,983,Level 38,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,66,117,70,40,50,67,410
Haxorus,612,985,Axe Jaw Pokemon,1.8,105.5,Dragon,,984,Level 48,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,76,147,90,60,70,97,540
Cubchoo,613,986,Chill Pokemon,0.5,8.5,Ice,,,,Snow Cloak,Boosts evasiveness in a hailstorm.,Slush Rush,Boosts the Pokemon's Speed stat in a hailstorm.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokemon and boost its Speed stat.",55,70,40,60,40,40,305
Beartic,614,987,Freezing Pokemon,2.6,260,Ice,,986,Level 37,Snow Cloak,Boosts evasiveness in a hailstorm.,Slush Rush,Boosts the Pokemon's Speed stat in a hailstorm.,Swift Swim,Boosts the Pokemon's Speed stat in rain.,95,130,80,70,80,50,505
Cryogonal,615,988,Crystallizing Pokemon,1.1,148,Ice,,,,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,80,50,50,95,135,105,515
Shelmet,616,989,Snail Pokemon,0.4,7.7,Bug,,,,Hydration,Heals status conditions if it's raining.,Shell Armor,A hard shell protects the Pokemon from critical hits.,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",50,40,85,40,65,25,305
Accelgor,617,990,Shell Out Pokemon,0.8,25.3,Bug,,989,With Karrablast,Hydration,Heals status conditions if it's raining.,Sticky Hold,Items held by the Pokemon are stuck fast and cannot be removed by other Pokemon.,Unburden,Boosts the Speed stat if the Pokemon's held item is used or lost.,80,70,40,100,60,145,495
Stunfisk,618,991,Trap Pokemon,0.7,11,Ground,Electric,,,Static,"The Pokemon is charged with static electricity, so contact with it may cause paralysis.",Limber,Its limber body protects the Pokemon from paralysis.,Sand Veil,Boosts the Pokemon's evasiveness in a sandstorm.,109,66,84,81,99,32,471
Stunfisk,618,1553,Trap Pokemon,0.7,20.5,Ground,Steel,,,Mimicry,Changes the Pokemon's type depending on the terrain.,,,,,109,81,99,66,84,32,471
Mienfoo,619,992,Martial Arts Pokemon,0.9,20,Fighting,,,,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",Regenerator,Restores a little HP when withdrawn from battle.,Reckless,Powers up moves that have recoil damage.,45,85,50,55,50,65,350
Mienshao,620,994,Martial Arts Pokemon,1.4,35.5,Fighting,,992,Level 50,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",Regenerator,Restores a little HP when withdrawn from battle.,Reckless,Powers up moves that have recoil damage.,65,125,60,95,60,105,510
Druddigon,621,995,Cave Pokemon,1.6,139,Dragon,,,,Rough Skin,This Pokemon inflicts damage with its rough skin to the attacker on contact.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,77,120,90,60,90,48,485
Golett,622,996,Automaton Pokemon,1,92,Ground,Ghost,,,Iron Fist,Powers up punching moves.,Klutz,The Pokemon can't use any held items.,No Guard,The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.,59,74,50,35,50,35,303
Golurk,623,997,Automaton Pokemon,2.8,330,Ground,Ghost,996,Level 43,Iron Fist,Powers up punching moves.,Klutz,The Pokemon can't use any held items.,No Guard,The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.,89,124,80,55,80,55,483
Pawniard,624,998,Sharp Blade Pokemon,0.5,10.2,Dark,Steel,,,Defiant,Boosts the Pokemon's Attack stat sharply when its stats are lowered.,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",Pressure,"By putting pressure on the opposing Pokemon, it raises their PP usage.",45,85,70,40,40,60,340
Bisharp,625,999,Sword Blade Pokemon,1.6,70,Dark,Steel,998,Level 52,Defiant,Boosts the Pokemon's Attack stat sharply when its stats are lowered.,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",Pressure,"By putting pressure on the opposing Pokemon, it raises their PP usage.",65,125,100,60,70,70,490
Bouffalant,626,1000,Bash Buffalo Pokemon,1.6,94.5,Normal,,,,Reckless,Powers up moves that have recoil damage.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Soundproof,Soundproofing gives the Pokemon full immunity to all sound-based moves.,95,110,95,40,95,55,490
Rufflet,627,1001,Eaglet Pokemon,0.5,10.5,Normal,Flying,,,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Hustle,"Boosts the Attack stat, but lowers accuracy.",70,83,50,37,50,60,350
Braviary,628,1002,Valiant Pokemon,1.5,41,Normal,Flying,1001,Level 54,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Defiant,Boosts the Pokemon's Attack stat sharply when its stats are lowered.,100,123,75,57,75,80,510
Braviary,628,1614,Battle Cry Pokemon,1.7,43.4,Psychic,Flying,1001,Level 54 in Hisui,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Tinted Lens,"The Pokemon can use ""not very effective"" moves to deal regular damage.",110,83,70,112,70,65,510
Vullaby,629,1003,Diapered Pokemon,0.5,9,Dark,Flying,,,Big Pecks,Protects the Pokemon from Defense-lowering effects.,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,70,55,75,45,65,60,370
Mandibuzz,630,1005,Bone Vulture Pokemon,1.2,39.5,Dark,Flying,1003,Level 54,Big Pecks,Protects the Pokemon from Defense-lowering effects.,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,110,65,105,55,95,80,510
Heatmor,631,1006,Anteater Pokemon,1.4,58,Fire,,,,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,White Smoke,"The Pokemon is protected by its white smoke, which prevents other Pokemon from lowering its stats.",85,97,66,105,66,65,484
